timestamp,device_id,vibration,temperature,current,abnormal_type
2024-06-01 00:00:00,CNC_001,0.18335231089008142,31.715281978518828,18.454023884411434,0
2024-06-01 00:01:00,CNC_001,0.21132086057635036,31.41062695636358,12.90282699211229,0
2024-06-01 00:02:00,CNC_001,0.2748322657649979,31.20253137515476,17.65794424080463,0
2024-06-01 00:03:00,CNC_001,0.2339633930718875,31.802410718089185,17.738298936163382,0
2024-06-01 00:04:00,CNC_001,0.21076653175522791,31.340875200061042,15.062504389412792,0
2024-06-01 00:05:00,CNC_001,0.2265625994054005,32.72808645411621,16.163729230163934,0
2024-06-01 00:06:00,CNC_001,0.266051757390323,31.372261813518655,24.855011253618276,0
2024-06-01 00:07:00,CNC_001,0.21789640830073173,30.023954380415038,14.490313449584757,0
2024-06-01 00:08:00,CNC_001,0.24712817586123825,33.03580044264117,10.91168738914292,0
2024-06-01 00:09:00,CNC_001,0.19797908510311213,32.38637623034465,22.079449400606695,0
2024-06-01 00:10:00,CNC_001,0.21939847713944433,32.52694561939716,18.40893135810682,0
2024-06-01 00:11:00,CNC_001,0.20106515613144077,31.993818846466656,21.893647307099613,0
2024-06-01 00:12:00,CNC_001,0.2580417074543268,34.81369208614779,16.877857803587386,0
2024-06-01 00:13:00,CNC_001,0.2202684509961967,33.42121177064131,19.554649561517014,0
2024-06-01 00:14:00,CNC_001,0.15165780334491416,32.57675697076338,20.545969385483843,0
2024-06-01 00:15:00,CNC_001,0.16361386900797836,30.891701648022078,11.405684522119618,0
2024-06-01 00:16:00,CNC_001,0.19880449008616657,30.899008880714124,16.387605307103676,0
2024-06-01 00:17:00,CNC_001,0.22503924214249849,30.095448562524286,11.341933076875558,0
2024-06-01 00:18:00,CNC_001,0.30834884584674865,35.15167873048717,17.67081662111162,0
2024-06-01 00:19:00,CNC_001,0.24522785053546206,33.22569231345205,11.298375390771415,0
2024-06-01 00:20:00,CNC_001,0.19064165644388772,30.500929304042696,18.44254953957814,0
2024-06-01 00:21:00,CNC_001,0.26395545984520824,32.57514492778707,19.791000519630042,0
2024-06-01 00:22:00,CNC_001,0.27754723787522617,33.53830900977828,18.343606986582746,0
2024-06-01 00:23:00,CNC_001,0.2185012931348702,31.37625610152612,18.53556852025721,0
2024-06-01 00:24:00,CNC_001,0.26839702428595824,32.58849674274456,14.866717360355395,0
2024-06-01 00:25:00,CNC_001,0.15838757832928674,33.71604617711514,14.293904717105049,0
2024-06-01 00:26:00,CNC_001,0.30580885329338303,31.506228215383942,14.931450735037174,0
2024-06-01 00:27:00,CNC_001,0.17920974044253485,32.982971756414905,16.63883548697145,0
2024-06-01 00:28:00,CNC_001,0.23066089802439768,31.167156456062916,10.664802601954516,0
2024-06-01 00:29:00,CNC_001,0.14330955071416523,31.923709931257132,14.065179173051057,0
2024-06-01 00:30:00,CNC_001,0.24079853592477898,31.006553768891788,17.975351569018525,0
2024-06-01 00:31:00,CNC_001,0.2518076895517071,30.098379650661943,17.014328924121354,0
2024-06-01 00:32:00,CNC_001,0.09825846143361375,28.61396349245309,13.716157702523109,0
2024-06-01 00:33:00,CNC_001,0.21722859682569032,33.98723970354068,20.877044857774646,0
2024-06-01 00:34:00,CNC_001,0.19025685010018334,31.813495830651743,19.03251649201234,0
2024-06-01 00:35:00,CNC_001,0.24134748469561648,30.969510592344932,16.980944726795443,0
2024-06-01 00:36:00,CNC_001,0.14103026534408966,32.665199020054295,19.96994070075798,0
2024-06-01 00:37:00,CNC_001,0.313732739519703,33.732138356693895,16.185568429144553,0
2024-06-01 00:38:00,CNC_001,0.21031831609269708,27.78829489670385,12.511320904104561,0
2024-06-01 00:39:00,CNC_001,0.2024455727789794,28.711501527407684,22.11647056180802,0
2024-06-01 00:40:00,CNC_001,0.1721241384970886,32.67611670652734,15.874237330816253,0
2024-06-01 00:41:00,CNC_001,0.2679881342587425,31.407468326498524,21.173902802242353,0
2024-06-01 00:42:00,CNC_001,0.29742970925859097,30.308795265320896,16.268739441427837,0
2024-06-01 00:43:00,CNC_001,0.15308925475551566,32.31916107006619,16.733215145147966,0
2024-06-01 00:44:00,CNC_001,0.19218499488012164,26.83174727963136,19.55336045953461,0
2024-06-01 00:45:00,CNC_001,0.2642146997205404,33.094857237364835,13.975417227063959,0
2024-06-01 00:46:00,CNC_001,0.24236485934200502,28.88490115233723,18.214166599487058,0
2024-06-01 00:47:00,CNC_001,0.1777366437783355,32.25063334158538,13.947157328892025,0
2024-06-01 00:48:00,CNC_001,0.23005046967862874,32.365747018868646,15.384606920327098,0
2024-06-01 00:49:00,CNC_001,0.2674042820857261,28.251030260330396,15.304564369764497,0
2024-06-01 00:50:00,CNC_001,0.17268222007137968,30.097098667078544,21.09923993368733,0
2024-06-01 00:51:00,CNC_001,0.2443701239072585,27.70465620115457,16.859549881882913,0
2024-06-01 00:52:00,CNC_001,0.27170744420903215,31.44780690818138,22.01705216751402,0
